"Country","Code","Year","Continent","High.systolic.blood.pressure","Alcohol.use","Low.birth.weight","Unsafe.sex","Low.physical.activity","High.fasting.plasma.glucose","High.body.mass.index","Drug.use","Low.bone.mineral.density","Vitamin.A.deficiency","Iron.deficiency","Breastfeeding","Child.growth","Tobacco","Dietary","Unsafe.water","Air.pollution","Death_Rate_Cat","rgroup"
"Belarus","BLR","1992","Europe",0.855998814449772,0.800484851023685,-0.117395769002902,0.202254587671359,0.854037732332926,0.469350121649021,0.793762336742426,0.467259062217535,0.387497396519321,-0.826869791933753,-0.485881675337598,0.0238320606932874,-0.211894440242181,0.822866859178773,0.953317799429847,-0.405686813590722,0.572435703986012,"1",0.900125508662313
"Belarus","BLR","2001","Europe",0.969367861444994,0.989320155255865,-0.344839176852376,0.200165813880129,0.916989098217858,0.609412264017401,0.937845599675755,0.732490937201402,0.515763563102567,-0.826869791933753,-0.693667829095368,-0.246387306707723,-0.417223729020479,0.901264877742246,1.05681844656562,-0.502544832386059,0.615297297231659,"1",0.919498657807708
"Belarus","BLR","2008","Europe",0.960449013155342,1.00132569439101,-0.425713964579583,0.219074149600806,0.943397569687036,0.611363180196105,0.940440613156269,0.875514358210326,0.526679260200643,-0.826869791933753,-0.693667829095368,-0.610623922137203,-0.642547370158367,0.847433434110878,1.00976062969339,-0.710439089483382,0.585426051033977,"1",0.949696654919535
"Belarus","BLR","2019","Europe",0.929192010328284,0.921227159861009,-0.68943986269092,0.17864060469345,1.00384264280958,0.587269683520029,0.938471653498115,0.763800266812578,0.398710729195254,-0.826869791933753,-0.693667829095368,-0.805500156116056,-0.728110670874673,0.78447769494437,0.942850611098291,-0.813130846388986,0.430118715403099,"1",0.925741440383717
"Belgium","BEL","2002","Europe",0.553903502860929,0.786661555917652,-0.525577161481621,-0.0500404893300617,0.87683732816191,0.455502997977482,0.527270270448141,0.638780074383736,0.874832508945631,-0.826869791933753,-0.858596977863694,-0.974860537566683,-0.210331641259033,0.797574036956816,0.500389172386557,-0.484691715300472,0.256925135354232,"0",0.957909144693986
"Belgium","BEL","2011","Europe",0.526428495208005,0.797171369579131,-0.545251362115479,-0.0580637852940249,0.832726853848259,0.476173850809648,0.517234310140817,0.732490937201402,0.958596227371847,-0.826869791933753,-0.858596977863694,-0.974860537566683,-0.0912776750981542,0.750545916092096,0.428087276806597,-0.405686813590722,0.204898464515435,"0",0.979987863684073
"Belgium","BEL","2016","Europe",0.523283699153277,0.787528540527519,-0.595771733001547,-0.0778058703025011,0.814795683171229,0.507404652160194,0.531745475677406,0.764788934181067,0.998643043683289,-0.826869791933753,-1.14054521995613,-0.974860537566683,-0.0551472670015045,0.736474819612952,0.417514422286701,-0.38498727045496,0.0979248891251962,"0",0.90461335843429
"Belize","BLZ","2001","Americas",-1.47655519000308,-1.12598092115005,-0.871998005408068,-0.792708138948286,-1.14454913780334,-1.40648816577354,-1.31657440341619,-1.43620309859755,-1.39307738105897,-0.826869791933753,-0.858596977863694,-0.74505281955206,-0.781689756343283,-1.53879486248556,-1.5834629632431,-0.803123350530993,-1.32313469677582,"0",0.954623194644228
"Belize","BLZ","2006","Americas",-1.46259305225687,-1.08994963503682,-0.906679861731804,-0.714824540684864,-1.08476355339869,-1.31639876150303,-1.22634929873631,-1.43620309859755,-1.33393592895899,-0.826869791933753,-0.858596977863694,-0.805500156116056,-0.846427089129751,-1.54298756019486,-1.60176644452219,-0.856805406868928,-1.347501902428,"0",0.940706485882401
"Belize","BLZ","2011","Americas",-1.41283626116621,-0.997739162376825,-0.925344674556336,-0.683518079749953,-1.05762028488805,-1.26257465991121,-1.15742949467249,-1.35833281189851,-1.28176947113547,-0.826869791933753,-0.858596977863694,-0.879481716966916,-0.913014740369835,-1.49518855411369,-1.57167389518813,-0.868775618679704,-1.347501902428,"0",0.923985557863489
"Belize","BLZ","2013","Americas",-1.38701839608805,-0.975433638003786,-0.945018875190194,-0.663957905893207,-1.04464178748489,-1.23470453864793,-1.1254332682805,-1.35833281189851,-1.28176947113547,-0.826869791933753,-0.858596977863694,-0.879481716966916,-0.928226427700492,-1.46604192176023,-1.56019510206339,-0.868775618679704,-1.31149411958728,"0",0.943868915783241
"Benin","BEN","2007","Africa",-0.0373311970431903,0.0863749902525233,0.955204155247172,0.852432699762225,-0.223634539729737,-0.0389861990851396,-0.0169560719874026,0.0107292632545082,0.12167999258428,1.30869543906928,1.16436070546125,0.96348212772824,1.01500402256432,-0.2239101317676,-0.102162545781014,1.03825310019597,0.526099430286101,"1",0.918621337972581
"Benin","BEN","2009","Africa",-0.00146258063271453,0.119732178632426,0.971245033968496,0.605927364028221,-0.186384142033325,0.0071893938426568,0.0351425818041263,-0.268343490313975,0.153614756527828,1.39419833447497,1.18627929130024,0.96539304054072,1.02586552191996,-0.202160579717475,-0.0721901145818592,1.03166782651058,0.540924676064397,"1",0.955262916395441
"Bermuda","BMU","1993","Americas",-1.73221825132615,-1.53257413869198,-1.89209619590423,-1.27939062326891,-1.34236950636935,-1.82864856823745,-1.68036669847346,-1.6543788232642,-1.76834813080255,-0.826869791933753,-1.14054521995613,-1.33909715299616,-1.64612121414195,-1.75005656566921,-1.73988790020061,-1.51588276137211,-1.93773472113852,"0",0.984744776505977
"Bermuda","BMU","1998","Americas",-1.78613512351088,-1.5870668982592,-1.99677911984973,-1.38431456026045,-1.36796086064118,-1.85959371415975,-1.730746873927,-1.6543788232642,-1.76834813080255,-0.826869791933753,-1.14054521995613,-1.33909715299616,-1.86222907859162,-1.79306724247451,-1.77551332243385,-1.63963123088527,-2.04482517018259,"0",0.948131933575496
"Bermuda","BMU","1999","Americas",-1.78613512351088,-1.60697765207577,-1.99677911984973,-1.35532930473088,-1.36796086064118,-1.85166180784144,-1.730746873927,-1.6543788232642,-1.76834813080255,-0.826869791933753,-1.14054521995613,-1.33909715299616,-1.86222907859162,-1.79306724247451,-1.77551332243385,-1.63963123088527,-2.07024114038316,"0",0.911445101024583
"Bhutan","BTN","1998","Asia",-1.1612166369314,-0.81579753299062,-0.0313776578819394,-1.03199715856357,-1.09897829680484,-1.34983187703436,-1.43267989020586,-0.966981272094863,-0.885894867704116,-0.101806507370001,-0.012752251586382,-0.0920996323748935,-0.0513795142681086,-1.08805322617848,-1.08480731492018,0.0220615091749717,-0.514198472584895,"1",0.941440137801692
"Bhutan","BTN","2001","Asia",-1.11522861315902,-0.846266119112326,-0.0755389407017686,-1.01996168702652,-1.01976167531597,-1.29222635763239,-1.35214147584627,-0.93941660430413,-0.795190811468399,-0.202115991518083,-0.0972127464572161,-0.16995892696423,-0.126143189508525,-1.07086100937896,-1.05357345931402,-0.0538875530831757,-0.530169446677943,"1",0.941788606578484
"Bhutan","BTN","2004","Asia",-1.06516728698199,-0.911287851444021,-0.133697099656292,-0.996947875164084,-0.952476304001173,-1.22850393118184,-1.2692711328123,-0.913523579009256,-0.748526324806986,-0.202115991518083,-0.129771344910493,-0.27190315923595,-0.19810349578075,-1.0543301980297,-1.01297030585384,-0.140282677337109,-0.552895608590531,"1",0.913706577382982
"Bhutan","BTN","2007","Asia",-1.01855460325147,-0.979798273217168,-0.18666245883366,-0.975213285906653,-0.884948852761785,-1.15991954947593,-1.20875190650451,-0.844111075866171,-0.693091195447463,-0.585182030412502,-0.20393343324516,-0.362890624840159,-0.306323263411704,-1.03581510846705,-0.974346062207159,-0.191471877375194,-0.568809323440381,"1",0.97103260201402
"Bhutan","BTN","2009","Asia",-0.987935508871435,-1.01173217330953,-0.219087532928379,-0.954623165535524,-0.842275930033147,-1.11280612089853,-1.17315172363726,-0.784418175510633,-0.655640476066266,-0.585182030412502,-0.246790438234605,-0.441263540686576,-0.382864842570586,-1.02306200329778,-0.947121429333912,-0.223628041491531,-0.579389952988368,"1",0.986102911643684
"Bhutan","BTN","2012","Asia",-0.956402625557247,-1.03116868012052,-0.273351942971517,-0.916434615672689,-0.788637721051716,-1.0403660043341,-1.11524030109323,-0.748805547428212,-0.599501767555022,-0.585182030412502,-0.29470049367882,-0.544093067089491,-0.462772156080154,-1.00461504660987,-0.917584863459179,-0.25792136307469,-0.573476765988916,"0",0.934821612201631
"Bhutan","BTN","2017","Asia",-0.912975772960787,-1.0262220801328,-0.387374951121193,-0.881645300353779,-0.703411253493994,-0.921479142182169,-1.01743538653626,-0.685414752869047,-0.531227971648325,-0.585182030412502,-0.411719587002931,-0.693945324700984,-0.624380421418398,-0.9721658188942,-0.873190411048902,-0.290995426465836,-0.567073196358896,"0",0.998275469522923
"Bhutan","BTN","2019","Asia",-0.891831973009859,-1.01650520435622,-0.442256998378314,-0.881645300353779,-0.697481010378439,-0.880928880501507,-0.979812495329579,-0.685414752869047,-0.513509489617266,-0.826869791933753,-0.411719587002931,-0.74505281955206,-0.712118563250825,-0.954667295519711,-0.854822688078145,-0.311920841468096,-0.56305175224368,"0",0.931393133010715
"Bolivia","BOL","1990","Americas",-0.183673641658384,0.28460464799425,0.732611135448477,0.217574638641445,-0.311440428791528,-0.045195316816998,0.0100026601400966,-0.285316748111181,0.125800050042232,0.594893038495054,0.91874292262099,0.943402453984871,0.94403661273751,-0.0129221099219579,-0.0471348220689844,0.748826485675082,0.406132187262593,"1",0.910219657467678
